Atmid,Claim Registration Date,Date of Incidence,Issue,Location,Policy No,Security,State,Type of claim,Asset Loss,Cash Loss,Claim No.,Total Loss
P2739979999,2/24/2017,2/20/2017,Vandalism,VPO Raoke Kalan,DEF0001782,Non Guarded,Punjab,Attempted Theft,0,0,757727,0
NI99212992,2/26/2017,2/23/2017,Vandalism,Cheharta,DEF0001782,Non Guarded,Punjab,Attempted Theft,118800,0,758563,118800
IPSEN19917991,2/26/2017,2/23/2017,Vandalism,Behram,DEF0001782,Non Guarded,Punjab,Attempted Theft,235236,0,758577,235236
DZEP9999175699994,2/26/2017,2/24/2017,Vandalism,Shivam Electronics,DEF0001782,Non Guarded,Punjab,Attempted Theft,71868,0,758575,71868
DZEK9999119939937,2/28/2017,2/25/2017,Vandalism,GHRAPAR-STATION-ROAD,DEF0001782,Non Guarded,Assam,Attempted Theft,84240,0,759279,84240
CSE999991,3/6/2017,2/25/2017,Vandalism,"Sunabeda, Orissa",DEF0001783,Guarded,Odisha,Attempted Theft,62928,0,775257,62928
NLUD6111,3/10/2017,3/4/2017,Vandalism,Sirhind Road,DEF0001782,Non Guarded,Punjab,Attempted Theft,39576,0,777357,39576
DEED1523991,3/10/2017,3/6/2017,Vandalism,Patran road,DEF0001782,Non Guarded,Punjab,Attempted Theft,217440,0,777375,217440
IOED69399,3/13/2017,3/10/2017,Vandalism,Durga Mandir Raod,DEF0001782,Non Guarded,Punjab,Attempted Theft,57000,0,772522,57000
DZEP5999976799992,3/13/2017,3/11/2017,Vandalism,Sarup Nagar,DEF0001782,Non Guarded,Punjab,Attempted Theft,265188,0,772526,265188
O13599999999,3/14/2017,3/3/2017,Vandalism,Usman Pur,DEF0001782,Non Guarded,Punjab,Attempted Theft,232200,0,772287,232200
CESN17991991,3/20/2017,3/12/2017,Vandalism,"GT Road, Dhariwal ",DEF0001782,Non Guarded,Punjab,Attempted Theft,92400,0,773597,92400
PE17561U,3/20/2017,3/13/2017,Vandalism,Amloh Road,DEF0001782,Non Guarded,Punjab,Attempted Theft,120036,0,773592,120036
P3991729999,3/20/2017,3/14/2017,Vandalism,Pudda Market,DEF0001782,Non Guarded,Punjab,Attempted Theft,118308,0,77355,118308
DZEO9999996579921,3/21/2017,3/13/2017,Vandalism,Nehru Market,DEF0001782,Non Guarded,Jammu & Kashmir,Attempted Theft,41616,0,772522,41616
DJUL699211111111,3/21/2017,3/18/2017,Vandalism,Lohian Khas,DEF0001782,Non Guarded,Punjab,Attempted Theft,230892,0,772525,230892
NMUM2721,3/24/2017,3/12/2017,Vandalism,Near SNDT Collage,DEF0001782,Non Guarded,Maharashtra,Attempted Theft,40488,0,772655,40488
DEEP9999354199992,3/26/2017,3/22/2017,Vandalism,Randhawa Tent House,DEF0001782,Non Guarded,Punjab,Attempted Theft,106332,0,775295,106332
NMUM39961,3/26/2017,3/24/2017,Vandalism,Anant Niwas,DEF0001782,Non Guarded,Maharashtra,Attempted Theft,91464,0,775293,91464
M31I468111,4/8/2017,4/2/2017,Vandalism,Near New Courts,DEF0001782,Non Guarded,Punjab,Attempted Theft,86040,0,763528,86040
NMUM2511,4/10/2017,4/3/2017,Vandalism,"Sector-4, Ghansoli",DEF0001782,Non Guarded,Maharashtra,Attempted Theft,39576,0,779287,39576
NMUM28991,4/14/2017,4/9/2017,Vandalism,Sanjay Apartments,DEF0001782,Non Guarded,Maharashtra,Attempted Theft,129648,0,77583,129648
XXR99Z1499U,4/14/2017,3/12/2017,Vandalism,YATU COMPLEX,DEF0001782,Non Guarded,Arunachal Pradesh,Attempted Theft,131340,0,77563,131340
DZEK99991199399399,4/14/2017,3/22/2017,Vandalism & Theft,NATHKUCHI(TIHU,DEF0001782,Non Guarded,Assam,Theft & Cash Loss,235236,14256,77585,249492
NMUM31991,4/16/2017,4/9/2017,Vandalism,Crystal Plaza Building,DEF0001782,Non Guarded,Maharashtra,Attempted Theft,31248,0,725277,31248
WE99Z219U,4/25/2017,3/22/2017,Vandalism,Kurulia,DEF0001782,Non Guarded,West Bengal,Attempted Theft,195660,0,726382,195660
WE99Z99699U,4/25/2017,4/2/2017,Vandalism,GOPALPUR GHAT,DEF0001782,Non Guarded,West Bengal,Attempted Theft,235236,0,726383,235236
DZEK9999699919923,4/25/2017,4/4/2017,Vandalism,GOHPUR TINALI ITANAGAR,DEF0001782,Non Guarded,Arunachal Pradesh,Attempted Theft,37464,0,722592,37464
DZEK9999991469927,4/25/2017,4/4/2017,Vandalism,KHUTIKOTIA,DEF0001782,Non Guarded,Assam,Attempted Theft,66024,0,726379,66024
DZEK99999999929955,4/25/2017,4/14/2017,Vandalism,IMPHAL WEST,DEF0001782,Non Guarded,Manipur,Attempted Theft,82548,0,726363,82548
DZEK9999846299995,4/28/2017,4/15/2017,Vandalism,KABAITARI-JOGIGHOPA,DEF0001782,Non Guarded,Goa,Attempted Theft,35112,0,722626,35112
DEEK99999999729929,4/28/2017,4/21/2017,Vandalism,SBI 4TH MILE 2ND OPTION,DEF0001782,Non Guarded,Nagaland,Attempted Theft,35796,0,722657,35796
DZEK999999999929961,4/28/2017,4/11/2017,Vandalism,Bagaban Thakur,DEF0001782,Non Guarded,Tripura,Attempted Theft,45888,0,722655,45888
NI1443991,5/6/2017,5/3/2017,Vandalism,Banga Rd,DEF0001782,Non Guarded,Punjab,Attempted Theft,59340,0,722638,59340
DEEK999911719929,5/6/2017,4/28/2017,Vandalism & Theft,GORESWAR,DEF0001782,Non Guarded,Assam,Theft & Cash Loss,260412,17450,722759,277862
XXS9999222U,5/6/2017,4/29/2017,Vandalism,"BAHONA, JORHAT",DEF0001782,Non Guarded,Assam,Attempted Theft,66144,0,722797,66144
DZEK99999919949963,5/6/2017,4/29/2017,Vandalism,BAHONA,DEF0001782,Non Guarded,Assam,Attempted Theft,66144,0,722793,66144
DEEP991367399992,5/13/2017,5/7/2017,Vandalism,Serhi,DEF0001782,Non Guarded,Punjab,Attempted Theft,195528,0,725777,195528
XXEE899399,5/13/2017,5/10/2017,Vandalism,"Pipli, Odisha",DEF0001783,Guarded,Odisha,Attempted Theft,247392,0,725635,247392
SVN89916I1,5/13/2017,5/8/2017,Vandalism,DHARAPUR,DEF0001782,Non Guarded,Assam,Attempted Theft,235236,0,725632,235236
DZEP99999962999997,5/19/2017,5/8/2017,Vandalism,Miani Road,DEF0001782,Non Guarded,Punjab,Attempted Theft,89184,0,727567,89184
DEEP9919974899993,5/19/2017,5/16/2017,Vandalism & Theft,Latala,DEF0001782,Non Guarded,Punjab,Theft & Cash Loss,244356,12332,727568,256688
NLUD619911111111,5/19/2017,5/11/2017,Vandalism,Jamalpur,DEF0001782,Non Guarded,Punjab,Attempted Theft,82320,0,727282,82320
DZEP9999996449912,5/19/2017,5/15/2017,Vandalism,Near Govt Primery School,DEF0001782,Non Guarded,Punjab,Attempted Theft,235236,0,727286,235236
NLUD69961111111,5/20/2017,5/15/2017,Vandalism,Kbm Chownk,DEF0001782,Non Guarded,Punjab,Attempted Theft,61596,0,727557,61596
DZEK99999999782599,5/20/2017,5/17/2017,Vandalism,NOONMATI,DEF0001782,Non Guarded,Jharkhand,Attempted Theft,128556,326,727255,128882
NI23996991XX,5/23/2017,5/20/2017,Short Circuit,Bhaghapurana,DEF0001782,Non Guarded,Punjab,Fire Loss,166992,126,728232,167118
DZEK9999299139911,5/23/2017,5/15/2017,Short Circuit,PATILADAHA,DEF0001782,Non Guarded,Assam,Fire Loss,56304,0,728229,56304
NPXXT99541,5/23/2017,5/13/2017,Vandalism,Paschim Darwaza,DEF0001782,Non Guarded,Bihar,Attempted Theft,56244,0,728227,56244
DZEK9999991469933,5/27/2017,5/25/2017,Vandalism,PANIGAON ,DEF0001782,Non Guarded,Assam,Attempted Theft,62892,0,725957,62892
NI99453991,5/27/2017,5/26/2017,Vandalism & Theft,Vpo Jugiana ,DEF0001782,Non Guarded,Punjab,Theft & Cash Loss,235788,1090,725952,236878
XXIN99167XX,6/5/2017,5/29/2017,Vandalism,G.T. Road Batala,DEF0001782,Non Guarded,Punjab,Attempted Theft,77580,0,737768,77580
P275269999,6/5/2017,5/25/2017,Vandalism,Sadiq,DEF0001782,Non Guarded,Punjab,Attempted Theft,0,0,737769,0
P2992469999,6/5/2017,5/25/2017,Vandalism,"Opposite Telephone Exchange, Jaito ",DEF0001782,Non Guarded,Punjab,Attempted Theft,0,0,737777,0
DZEP59999994499993,6/5/2017,5/25/2017,Vandalism,Baza Road,DEF0001782,Non Guarded,Punjab,Attempted Theft,0,0,737779,0
CXXM899991,6/11/2017,6/9/2017,Fire Accident,Amritsar Railway Station ,DEF0001783,Guarded,Punjab,Fire Loss,417396,0,732893,417396
ER99Z3993U,6/11/2017,5/25/2017,Vandalism,P C colony,DEF0001782,Non Guarded,Bihar,Attempted Theft,48600,0,732879,48600
NPXXT99491,6/12/2017,6/8/2017,Vandalism,Pirmuhani Corner,DEF0001782,Non Guarded,Bihar,Attempted Theft,31248,0,733332,31248
NMUM34991,6/18/2017,6/5/2017,Vandalism,Sangam Apartment,DEF0001782,Non Guarded,Maharashtra,Attempted Theft,42792,0,732223,42792
NMUM2881,6/18/2017,6/9/2017,Vandalism,"Menor Bldg,Bhayander",DEF0001782,Non Guarded,Maharashtra,Attempted Theft,46260,0,732225,46260
IPSEN99194991,6/18/2017,6/13/2017,Vandalism,Rupnagar,DEF0001782,Non Guarded,Punjab,Attempted Theft,38136,0,732277,38136
DZEP59999992899993,6/18/2017,6/13/2017,Vandalism,Benra,DEF0001782,Non Guarded,Punjab,Attempted Theft,235236,0,732252,235236
P131579999,6/23/2017,6/13/2017,Vandalism,Talwandi Rama,DEF0001782,Non Guarded,Punjab,Attempted Theft,66420,0,735382,66420
NJUL639911111111,6/23/2017,6/18/2017,Vandalism,Shivalik Public  School,DEF0001782,Non Guarded,Punjab,Attempted Theft,97860,0,735383,97860
DZEK999911939913,6/24/2017,6/17/2017,Vandalism,MKG_NEW MARKET,DEF0001782,Non Guarded,Jammu & Kashmir,Attempted Theft,89772,0,735926,89772
XXS99Z443U,6/24/2017,6/18/2017,Vandalism,TOWN IDGA MAIN ROAD KARIMGANJ,DEF0001782,Non Guarded,Assam,Attempted Theft,64668,0,735922,64668
DZEK99999921699199,6/26/2017,6/21/2017,Vandalism,Hindusthan Book Stores,DEF0001782,Non Guarded,Rajasthan,Attempted Theft,253896,0,736593,253896
NI1722991E,6/26/2017,6/18/2017,Vandalism,ADABARI,DEF0001782,Non Guarded,Assam,Attempted Theft,64524,0,736838,64524
NMUM25991,6/26/2017,6/18/2017,Vandalism,V N Purav Marg,DEF0001782,Non Guarded,Maharashtra,Attempted Theft,34716,0,736823,34716
DZEK9999153999599,6/26/2017,6/11/2017,Vandalism,CHALTLANG RUAMVENG,DEF0001782,Non Guarded,Mizoram,Attempted Theft,27768,0,736825,27768
XXID99714K,6/30/2017,6/24/2017,Vandalism,GAVARU PATHAR TINIALI,DEF0001782,Non Guarded,Assam,Attempted Theft,32976,0,737225,32976
DZEK999999181129,7/2/2017,6/10/2017,Vandalism,MAWKHAR ,DEF0001782,Non Guarded,Meghalaya,Attempted Theft,27768,0,738255,27768
NXX1376I1,7/2/2017,6/29/2017,Vandalism,Ajnala Road,DEF0001782,Non Guarded,Punjab,Attempted Theft,189900,0,738252,189900
O5129919999,7/4/2017,6/24/2017,Vandalism,BONGAIGAON,DEF0001782,Non Guarded,Assam,Attempted Theft,45888,0,738862,45888
DZEK9999991959934,7/4/2017,6/30/2017,Vandalism,DEKARGAON,DEF0001782,Non Guarded,Assam,Attempted Theft,131124,0,738869,131124
DZEK9999299269911,7/4/2017,6/30/2017,Vandalism,"BISWANATH CHARIALI, MADHUPUR TINIALI_SBI",DEF0001782,Non Guarded,Assam,Attempted Theft,157440,0,738877,157440
ML9999421U,7/9/2017,7/1/2017,Vandalism,Noongthymaai,DEF0001782,Non Guarded,Meghalaya,Attempted Theft,45744,0,725235,45744
DEEK9999991459917,7/9/2017,7/3/2017,Vandalism,LAKHIMPUR BNSH ROAD,DEF0001782,Non Guarded,Assam,Attempted Theft,54900,0,725233,54900
XXMS89918,7/9/2017,7/6/2017,Fire Accident,Wadala Bridge,DEF0001783,Guarded,Maharashtra,Fire Loss,120396,0,725235,120396
DZEK999911719928,7/9/2017,7/7/2017,Vandalism & Theft,"STATION ROAD,RANGIYA",DEF0001782,Non Guarded,Assam,Theft & Cash Loss,235788,5067,73595,240855
DL99Z353U,7/11/2017,7/6/2017,Vandalism,Main Patel Road,DEF0001782,Non Guarded,New Delhi,Attempted Theft,520824,0,725655,520824
CPT899991,7/12/2017,7/9/2017,Vandalism,Boring Canal Road,DEF0001782,Non Guarded,Bihar,Attempted Theft,33516,0,727525,33516
DZEK9999991469967,7/16/2017,7/12/2017,Vandalism & Theft,MORONGIAL TINALI,DEF0001782,Non Guarded,Assam,Theft & Cash Loss,260412,17531,726392,277943
NCHN19941,7/16/2017,7/12/2017,Vandalism,"Welcome Colony,",DEF0001782,Non Guarded,Tamil Nadu,Attempted Theft,114192,0,727559,114192
DEEK999999196111,7/16/2017,7/10/2017,Vandalism,PUBLIC BUS STAND,DEF0001782,Non Guarded,Punjab,Attempted Theft,86364,0,727592,86364
P2479989999,7/18/2017,7/2/2017,Fire Accident,Deepnagar,DEF0001782,Non Guarded,Punjab,Fire Loss,155016,16120,722369,171136
DZEP59999992799994,7/18/2017,7/15/2017,Vandalism,Barnala,DEF0001782,Non Guarded,Punjab,Attempted Theft,86484,157,722377,86641
XXPK899991,7/24/2017,7/10/2017,Vandalism,Kanchipuram,DEF0001783,Guarded,Tamil Nadu,Attempted Theft,63360,0,722277,63360
NGUW994911111111,7/24/2017,7/21/2017,Vandalism,HENGERABARI ROAD,DEF0001782,Non Guarded,Assam,Attempted Theft,43332,0,722272,43332
378222991XX,7/30/2017,7/23/2017,Vandalism,Gobindgarh ,DEF0001782,Non Guarded,Punjab,Attempted Theft,81108,0,725877,81108
DEEK9999999978276,7/30/2017,7/24/2017,Vandalism,AZARA,DEF0001782,Non Guarded,Assam,Attempted Theft,73344,0,725867,73344
DZEK999916849937,7/30/2017,7/25/2017,Vandalism,BHOWLAGURI,DEF0001782,Non Guarded,Assam,Attempted Theft,105084,0,725868,105084
DEEO999915759918,7/31/2017,7/27/2017,Vandalism,Dangri ,DEF0001782,Non Guarded,Harayana,Attempted Theft,35796,0,726776,35796
DEEK99992995399999,8/2/2017,7/22/2017,Vandalism,"16 NO TINIALI,DJN",DEF0001782,Non Guarded,Assam,Attempted Theft,177516,0,726927,177516
DZEK9999299689912,8/6/2017,7/31/2017,Vandalism,NELLIE,DEF0001782,Non Guarded,Assam,Attempted Theft,60840,0,726392,60840
XXS13561U,8/6/2017,7/31/2017,Vandalism,"MIRZA, KULSI_UNBI",DEF0001782,Non Guarded,Assam,Attempted Theft,81048,0,726359,81048
DZEO9999997229962,8/8/2017,8/5/2017,Vandalism,Panzan Badgam,DEF0001782,Non Guarded,Jammu & Kashmir,Attempted Theft,14532,0,728697,14532
P1998569999,8/8/2017,8/5/2017,Vandalism,"Guru Nanak Agro chemical, Sherpu",DEF0001782,Non Guarded,Punjab,Attempted Theft,97284,0,728692,97284
DEEK9999991469955,8/9/2017,8/1/2017,Vandalism,KAT MIL CHARIALI,DEF0001782,Non Guarded,Assam,Attempted Theft,52944,0,728758,52944
DEEK999911719933,8/9/2017,8/3/2017,Vandalism,RANGIYA FSD ARMY CAMP POINT,DEF0001782,Non Guarded,Assam,Attempted Theft,43392,0,728763,43392
IXXRZN131991N99,8/9/2017,7/4/2017,Vandalism,NAHARLAGUN INDIAN BANK,DEF0001782,Non Guarded,Arunachal Pradesh,Attempted Theft,33132,0,728757,33132
NMUM2561,8/14/2017,7/30/2017,Vandalism,"Anand Nagar, Vasai",DEF0001782,Non Guarded,Maharashtra,Attempted Theft,69696,0,755357,69696
DZEK9999299139911,8/14/2017,8/3/2017,Vandalism,PATILADAHA,DEF0001782,Non Guarded,Assam,Attempted Theft,77448,0,755353,77448
DZEK99999999729927,8/14/2017,7/21/2017,Vandalism,DIPHU MANZA ROAD,DEF0001782,Non Guarded,Assam,Attempted Theft,19956,0,755328,19956
DZEK99999999729926,8/14/2017,7/21/2017,Vandalism,DAROGAPATHAR,DEF0001782,Non Guarded,Nagaland,Attempted Theft,19956,0,755325,19956
SVN81994I1,8/14/2017,7/21/2017,Vandalism,Near Purana Bazar Junction,DEF0001782,Non Guarded,Nagaland,Attempted Theft,19956,0,755323,19956
DEEK99999999729929,8/14/2017,7/21/2017,Vandalism,4TH MILE,DEF0001782,Non Guarded,Nagaland,Attempted Theft,19956,0,755338,19956
IPSEN99841991,8/19/2017,8/11/2017,Vandalism,New Grain Market,DEF0001782,Non Guarded,Punjab,Attempted Theft,95028,0,755973,95028
DZEO9999245199995,8/20/2017,8/17/2017,Vandalism,"Main Chowk, Shopian",DEF0001782,Non Guarded,Jammu & Kashmir,Attempted Theft,104088,0,757228,104088
DEEP9999997329911,8/20/2017,8/18/2017,Vandalism,"Near Ghee Mandi, Amritsar ",DEF0001782,Non Guarded,Punjab,Attempted Theft,241644,102,757235,241746
DZEK999999999929992,8/20/2017,8/14/2017,Vandalism,GOVERNOR HOUSE,DEF0001782,Non Guarded,Tripura,Attempted Theft,21696,0,757237,21696
DEEO9999139999912,8/21/2017,8/19/2017,Vandalism,Ladakh J&K,DEF0001782,Non Guarded,Jammu & Kashmir,Attempted Theft,43608,0,757797,43608
JLU899992,8/27/2017,8/24/2017,Vandalism,Pohir,DEF0001782,Non Guarded,Punjab,Attempted Theft,40212,0,753297,40212
DZEO9999997229948,8/27/2017,8/24/2017,Vandalism,"Wathura Market, Budgam",DEF0001782,Non Guarded,Jammu & Kashmir,Attempted Theft,179796,0,753292,179796
DZEP9999997289915,8/27/2017,8/25/2017,Vandalism,Saundh Complex,DEF0001782,Non Guarded,Punjab,Attempted Theft,99420,0,753295,99420
WCHN11991,8/27/2017,8/22/2017,Vandalism,"Velan Nagar, Chennai ",DEF0001782,Non Guarded,Tamil Nadu,Attempted Theft,84624,0,753296,84624
DZEK9999991459937,8/27/2017,8/20/2017,Vandalism,SBI LILABARI AIRPORT,DEF0001782,Non Guarded,Assam,Attempted Theft,118644,0,753297,118644
XXS13281U,9/4/2017,8/28/2017,Vandalism,UNBI BALIJAN SAIDING,DEF0001782,Non Guarded,Assam,Attempted Theft,155268,0,755652,155268
NI12997991,9/4/2017,8/23/2017,Vandalism,CHANGSARI BAZAR,DEF0001782,Non Guarded,Assam,Attempted Theft,85740,0,755656,85740
P1995769999,9/5/2017,8/30/2017,Vandalism,"Adda Chabbal, Tarn Taran",DEF0001782,Non Guarded,Punjab,Attempted Theft,163824,0,755592,163824
JXXS899993,9/5/2017,9/2/2017,Vandalism,"Qudian Road, Batala",DEF0001782,Non Guarded,Punjab,Attempted Theft,98280,0,755592,98280
JXXS899997,9/5/2017,8/31/2017,Vandalism,"Adda Chabbal, Tarn Taran ",DEF0001782,Non Guarded,Punjab,Attempted Theft,100128,0,755595,100128
ZN8173991,9/5/2017,9/2/2017,Vandalism,"Near Civil Hospital, Kharar",DEF0001782,Non Guarded,Punjab,Attempted Theft,112404,0,755596,112404
XXXXL89912,9/5/2017,8/25/2017,Vandalism,"Babaganj, Pratapgarh",DEF0001783,Guarded,Uttar Pradesh,Attempted Theft,39060,0,755597,39060
DL99Z9972U,9/5/2017,8/20/2017,Vandalism,malviya Nagar,DEF0001783,Guarded,Delhi,Attempted Theft,25140,0,755598,25140
M31I99325994,9/8/2017,9/3/2017,Vandalism,"Guniana Mandi, Bhatinda",DEF0001782,Non Guarded,Punjab,Attempted Theft,27768,0,756855,27768
NJUL699611111111,9/8/2017,9/4/2017,Vandalism,"Near Hargun Hospital, Batala Road ",DEF0001782,Non Guarded,Punjab,Attempted Theft,0,0,756792,0
DZEK99999999729926,9/8/2017,9/3/2017,Vandalism,2&half mile Dimapur,DEF0001782,Non Guarded,Nagaland,Attempted Theft,69000,0,756756,69000
DZEK99999149999993,9/12/2017,9/2/2017,Vandalism,GAHPUR NEAR AGVB,DEF0001782,Non Guarded,Assam,Attempted Theft,95520,0,758226,95520
DZEK99999999729918,9/12/2017,9/6/2017,Vandalism,SBI SUPER MARKET AREA,DEF0001782,Non Guarded,Nagaland,Attempted Theft,32976,0,758222,32976
DZEK9999991829914,9/12/2017,9/7/2017,Vandalism,"BABU PATTY, DARBAR CHARIALI, SIBSAGAR",DEF0001782,Non Guarded,Assam,Attempted Theft,88944,0,758222,88944
NI99166993,9/16/2017,9/9/2017,Vandalism,Channi Himmat,DEF0001782,Non Guarded,Jammu & Kashmir,Attempted Theft,35292,0,759379,35292
DZEP99995199299993,9/18/2017,9/14/2017,Vandalism,"Bassi Road, Chungi",DEF0001782,Non Guarded,Punjab,Attempted Theft,235788,0,765775,235788
DEEK999999999299799,9/18/2017,9/9/2017,Vandalism,"DC IMPHAL WEST, 2ND CD",DEF0001782,Non Guarded,Manipur,Attempted Theft,5856,0,765773,5856
DZEK99999999929927,9/18/2017,9/9/2017,Vandalism,DC IMPHAL WEST,DEF0001782,Non Guarded,Manipur,Attempted Theft,57756,0,765772,57756
DZEK99999999729979,9/18/2017,9/11/2017,Vandalism,NAGARJAN OPP MAIN POWER HOUSE,DEF0001782,Non Guarded,Nagaland,Attempted Theft,142164,0,765776,142164
DEEK99999999839929,9/18/2017,9/11/2017,Vandalism,KAMARBANDHA GOLAGHAT,DEF0001782,Non Guarded,Assam,Attempted Theft,27552,0,765779,27552
NDUR99241,9/20/2017,9/14/2017,Vandalism,Tamluk West Bengal ,DEF0001782,Non Guarded,West Bengal,Attempted Theft,53280,0,765695,53280
JLU99926,9/20/2017,9/17/2017,Vandalism & Theft,VPO Giddarwindi,DEF0001782,Non Guarded,Punjab,Theft & Cash Loss,303816,5409,765698,309225
DZEK9999119939921,9/20/2017,9/17/2017,Vandalism,NALBARI CINEMA HALL,DEF0001782,Non Guarded,Assam,Attempted Theft,130536,0,765757,130536
DI99123992,9/20/2017,9/6/2017,Natural Calamity - J & K floods,SRINAGAR,DEF0001782,Non Guarded,Jammu & Kashmir,Act of God,246336,0,767582,246336
DEEO99999972299997,9/20/2017,9/6/2017,Natural Calamity - J & K floods,SRINAGAR,DEF0001782,Non Guarded,Jammu & Kashmir,Act of God,246336,0,767582,246336
P133939999,9/20/2017,9/6/2017,Natural Calamity - J & K floods,ANANTNAG,DEF0001782,Non Guarded,Jammu & Kashmir,Act of God,246336,0,767582,246336
DEEO99999972299199,9/20/2017,9/6/2017,Natural Calamity - J & K floods,SRINAGAR,DEF0001782,Non Guarded,Jammu & Kashmir,Act of God,246336,0,767582,246336
M31I99415992,9/20/2017,9/6/2017,Natural Calamity - J & K floods,SRINAGAR,DEF0001782,Non Guarded,Jammu & Kashmir,Act of God,246336,0,767582,246336
DEEO9999997229918,9/20/2017,9/6/2017,Natural Calamity - J & K floods,SRINAGAR,DEF0001782,Non Guarded,Jammu & Kashmir,Act of God,246336,0,767582,246336
DZEO9999997229913,9/20/2017,9/6/2017,Natural Calamity - J & K floods,SRINAGAR,DEF0001782,Non Guarded,Jammu & Kashmir,Act of God,0,0,767582,0
DZEO9999997229915,9/20/2017,9/6/2017,Natural Calamity - J & K floods,SRINAGAR,DEF0001782,Non Guarded,Jammu & Kashmir,Act of God,246336,0,767582,246336
M31I9941511,9/20/2017,9/6/2017,Natural Calamity - J & K floods,SRINAGAR,DEF0001782,Non Guarded,Jammu & Kashmir,Act of God,246336,0,767582,246336
DZEO9999997229916,9/20/2017,9/6/2017,Natural Calamity - J & K floods,BADGAM,DEF0001782,Non Guarded,Jammu & Kashmir,Act of God,246336,0,767582,246336
DZEO999914789919,9/20/2017,9/6/2017,Natural Calamity - J & K floods,ANANTNAG,DEF0001782,Non Guarded,Jammu & Kashmir,Act of God,246336,0,767582,246336
DZEO999914789915,9/20/2017,9/6/2017,Natural Calamity - J & K floods,ANANTNAG,DEF0001782,Non Guarded,Jammu & Kashmir,Act of God,246336,0,767582,246336
NJUL62911111111,9/20/2017,9/6/2017,Natural Calamity - J & K floods,SRINAGAR,DEF0001782,Non Guarded,Jammu & Kashmir,Act of God,246336,0,767582,246336
DZEO9999997229926,9/20/2017,9/6/2017,Natural Calamity - J & K floods,SRINAGAR,DEF0001782,Non Guarded,Jammu & Kashmir,Act of God,246336,0,767582,246336
DZEO9999997229927,9/20/2017,9/6/2017,Natural Calamity - J & K floods,SRINAGAR,DEF0001782,Non Guarded,Jammu & Kashmir,Act of God,246336,0,767582,246336
DZEO9999997229914,9/20/2017,9/6/2017,Natural Calamity - J & K floods,SRINAGAR,DEF0001782,Non Guarded,Jammu & Kashmir,Act of God,246336,0,767582,246336
DZEO99999972299299,9/20/2017,9/6/2017,Natural Calamity - J & K floods,SRINAGAR,DEF0001782,Non Guarded,Jammu & Kashmir,Act of God,246336,0,767582,246336
2996722991,9/20/2017,9/6/2017,Natural Calamity - J & K floods,ANANTNAG,DEF0001782,Non Guarded,Jammu & Kashmir,Act of God,246336,0,767582,246336
DZEO999914789931,9/20/2017,9/6/2017,Natural Calamity - J & K floods,ANANTNAG,DEF0001782,Non Guarded,Jammu & Kashmir,Act of God,246336,0,767582,246336
DZEO999914789932,9/20/2017,9/6/2017,Natural Calamity - J & K floods,ANANTNAG,DEF0001782,Non Guarded,Jammu & Kashmir,Act of God,246336,0,767582,246336
DZEO999914789934,9/20/2017,9/6/2017,Natural Calamity - J & K floods,ANANTNAG,DEF0001782,Non Guarded,Punjab,Act of God,246336,0,767582,246336
DZEO9999997229932,9/20/2017,9/6/2017,Natural Calamity - J & K floods,SRINAGAR,DEF0001782,Non Guarded,Jammu & Kashmir,Act of God,246336,0,767582,246336
DZEO9999245199993,9/20/2017,9/6/2017,Natural Calamity - J & K floods,PULWAMA,DEF0001782,Non Guarded,Punjab,Act of God,246336,0,767582,246336
DZEO9999997229934,9/20/2017,9/6/2017,Natural Calamity - J & K floods,SRINAGAR,DEF0001782,Non Guarded,Jammu & Kashmir,Act of God,246336,0,767582,246336
DZEO9999997229933,9/20/2017,9/6/2017,Natural Calamity - J & K floods,SRINAGAR,DEF0001782,Non Guarded,Jammu & Kashmir,Act of God,246336,0,767582,246336
